year,variable,std,lon,lat,ENSOMIEV29,ENSOMIEV30,ENSOMIEV31,ENSOMIEV32,ensomiev1,ensomiev2,ensomiev3,ensomiev4,ensomiev5,ensomiev6,ensomiev7,ensomiev8,ensomiev9,ensomievG,PDO9,PDO10,PDO11,PDO12,pdo1,pdo2,pdo3,pdo4,pdo5,pdo6,pdo7,pdo8,pdo9,pdoG,NAO9,NAO10,NAO11,NAO12,Nao1,Nao2,Nao3,Nao4,Nao5,Nao6,Nao7,Nao8,Nao9,GNAO,AO9,AO10,AO11,AO12,Ao1,Ao2,Ao3,Ao4,Ao5,Ao6,Ao7,Ao8,Ao9,GAO,HAIBING9,HAIBING10,HAIBING11,HAIBING12,haibing1,haibing2,haibing3,haibing4,haibing5,haibing6,haibing7,haibing8,haibing9,Ghaibing
1999,X1005,0.817,118.2,39.5,-0.273,-0.644,0.591,0.763,2.365,0.586,0.839,-0.519,0.103,0.666,-0.214,-0.397,0.961,0.371307692,0.656,0.651,-0.869,-0.232,-0.012,-0.224,0.113,-0.755,-0.071,-1.309,1.802,-1.707,-0.312,-0.174538462,-0.003,2.111,-0.681,1.259,0.692,-0.377,0.752,-0.913,0.945,0.194,1.274,-0.141,1.39,0.500153846,-0.436,0.688,0.417,1.515,-0.616,0.538,-1.246,1.072,-1.56,1.278,-1.922,0.292,-0.066,-0.003538462,-1.344,0.161,-1.27,0.362,-1.132,-0.252,0.039,0.12,0.717,0.083,0.272,-0.573,0.813,-0.154153846
2000,X1005,0.69,118.2,39.5,-0.469,1.045,0.173,0.421,-1.216,-0.294,2.072,-1.172,0.192,0.89,1.198,0.382,0.44,0.281692308,-1.231,-0.548,-1.551,0.558,0.293,-0.096,0.027,-1.298,0.201,0.435,-0.568,-1.219,0.721,-0.328923077,-0.286,-0.409,-0.754,1.544,-1.129,-0.089,-0.083,-2.02,-0.164,-0.77,0.693,-1.792,0.023,-0.402769231,-1.862,-0.161,0.349,-1.422,-0.432,0.5,-3.347,0.004,-0.619,-0.238,-0.242,-0.208,2.187,-0.422384615,-0.004,-1.986,-1.011,-0.886,0.213,-0.388,0.469,1.973,0.545,1.705,1.291,-0.228,-2.65,-0.073615385
2001,X1005,0.924,118.2,39.5,0.704,1.616,1.4,-0.868,0.171,-0.801,0.776,0.92,1.479,-0.187,0.232,0.929,0.698,0.543769231,0.607,-0.341,-1.026,-1.504,-0.132,0.205,0.058,-1.01,-0.45,-0.608,0.052,0.112,-0.103,-0.318461538,0.957,-0.554,1.205,1.226,-1.006,-1.417,-1.308,-0.894,1.312,0.053,0.254,-0.11,0.034,-0.019076923,0.904,0.279,-0.691,-0.136,-0.109,1.877,0.185,0.036,-1.527,0.825,-1.803,-1,-1.127,-0.175923077,0.638,-0.242,0.293,-1.586,0.389,0.489,-1.257,-0.055,2.023,1.18,-0.884,-1.674,-1.403,-0.160692308
2002,X1005,1.075,118.2,39.5,-1.197,-0.03,0.117,0.73,0.805,-0.636,-1.427,-2.182,-2.204,-1.554,-0.503,0.391,-1.486,-0.705846154,-0.39,1.012,-2,1.391,-0.802,0.063,0.457,-0.442,0.952,1.411,0.996,1.417,0.559,0.355692308,-0.313,0.512,1.004,-0.982,-0.4,-0.007,-0.736,-1.474,-2.784,1.023,-1.771,-1.01,-0.819,-0.596692308,-0.426,0.741,1.685,-0.047,1.01,-0.547,0.337,-0.812,1.098,-1.435,-0.157,-0.018,-0.869,0.043076923,-0.495,-1.071,0.617,-0.039,-1.172,2.075,0.259,0.832,0.325,1.145,-0.821,1.541,0.811,0.308230769
2003,X1005,1.102,118.2,39.5,0.866,0.562,-0.332,0.5,1.051,0.236,-1.034,-0.528,-0.491,0.326,0.63,-0.653,-1.126,0.000538462,0.395,-1.883,0.129,2.283,-1.222,-0.742,0.103,-1.208,-0.339,0.699,-1.22,0.68,-1.554,-0.298384615,0.273,-0.138,0.356,-0.363,0.358,0.233,-0.897,-1.201,-0.734,-1.376,1.139,1.014,-2.497,-0.294846154,-1.003,0.468,-0.796,1.869,1.668,0.208,0.267,-0.051,0.74,0.389,-0.074,-0.293,0.803,0.322692308,0.41,-0.129,-0.359,-2.2,0.105,1.678,0.852,0.409,0.251,-0.957,-0.078,0.422,0.582,0.075846154
2004,X1005,0.932,118.2,39.5,0.864,-0.097,0.278,0.634,-0.011,-1.635,-1.589,-1.441,0.144,-0.215,0.957,0.82,-2.226,-0.270538462,-0.875,0.222,0.585,-0.441,0.941,0.988,-0.861,-0.143,-0.459,1.192,-1.319,0.165,0.71,0.054230769,0.041,0.481,0.006,1.94,0.865,-1.119,0.224,-0.726,0.911,-0.726,1.648,0.763,-0.786,0.270923077,1.543,-0.119,1.22,0.701,-0.365,-0.646,-1.207,-0.689,-0.254,-1.706,-1.631,-1.705,0.419,-0.341461538,0.058,1.314,0.004,-2.422,0.865,1.687,-1.066,-1.199,0.461,0.04,1.234,1.19,0.002,0.166769231
2005,X1005,0.937,118.2,39.5,-1.199,1.016,-1.186,0.424,-0.743,0.871,-2.849,-1.957,-0.783,-0.304,-0.074,1.477,-0.253,-0.427692308,0.542,0.926,1.802,0.519,1.006,-1.231,0.138,-0.536,0.925,-1.236,1.17,-1.012,-0.652,0.181615385,-0.005,0.773,-0.011,0.753,0.008,-1.47,1.581,0.793,0.309,1.373,0.202,-0.563,-0.532,0.247,-1.996,0.406,1.639,-0.97,0.489,0.422,-0.635,0.319,1.119,-0.408,1.052,0.272,0.268,0.152076923,0.403,-0.842,-0.097,-1.284,0.077,-0.127,-0.937,-1.626,1.072,-1.718,-0.985,-0.342,-0.381,-0.522076923
2006,X1005,0.97,118.2,39.5,0.639,-1.156,-0.836,-0.202,-0.066,-2.169,1.291,0.029,1.061,2.184,-2.678,-0.929,1.432,-0.107692308,2.992,-0.345,-0.895,2.054,-0.159,-0.98,0.875,1.978,1.193,0.082,0.628,-0.753,-0.438,0.479384615,-0.976,2.796,-0.513,0.66,0.471,3.035,0.239,-0.416,-0.261,1.779,-0.098,0.95,0.35,0.616615385,-0.967,-2.392,0.987,0.604,-1.229,0.039,0.071,1.158,0.412,-0.815,0.16,1.3,2.429,0.135153846,-0.659,1.069,0.404,1.158,-0.519,1.558,-0.823,0.982,1.09,-0.148,0.469,0.105,-0.453,0.325615385
2007,X1005,1.292,118.2,39.5,2.43,2.321,0.51,-0.077,1.94,-0.503,-0.494,1.538,-0.446,0.87,1.636,-0.182,-0.978,0.658846154,1.541,0.625,-0.473,-0.882,1.681,-0.415,-0.236,1.1,-0.419,1.613,-1.105,0.068,0.259,0.258230769,0.144,1.23,0.488,1.833,-0.099,-0.477,-0.539,-0.467,1.496,0.469,0.137,2.037,-0.555,0.438230769,0.643,-0.505,-1.594,-1.753,-1.523,-0.326,-0.77,-0.294,0.688,0.34,-0.189,0.791,-0.413,-0.377307692,-0.352,-0.934,-2.206,-0.993,0.946,-0.937,1.281,1.085,-0.278,-1.066,-1.025,0.271,-0.012,-0.324615385
2008,X1005,0.773,118.2,39.5,-0.557,-0.604,-0.333,0.687,0.483,-0.787,0.395,1.635,-0.429,-0.228,-0.751,1.004,0.315,0.063846154,0.98,-0.706,-0.109,0.047,0.015,-0.278,-1.224,0.508,-0.127,-0.865,1.478,0.068,0.492,0.021461538,0.457,0.943,-1.359,-1.128,0.344,0.451,-0.312,-1.119,-0.38,-2.613,0.098,0.725,1.19,-0.207923077,-2.264,1.487,-0.044,0.572,0.61,1.927,0.13,-0.528,0.865,-0.077,0.945,0.909,-0.626,0.300461538,-0.444,-0.642,2.077,-0.302,-1.265,-0.548,-0.259,-1.806,1.644,1.076,0.953,1.473,1.313,0.251538462
2009,X1005,0.907,118.2,39.5,0.845,-1.459,-0.066,0.172,-2.044,-1.249,1.182,-0.563,1.189,-1.903,-0.349,-0.852,0.441,-0.358153846,-0.619,0.171,0.238,2.309,0.977,1.054,-1.651,-0.558,-0.71,-0.995,1.008,-0.155,-0.495,0.044153846,0.038,0.307,-1.165,-0.479,-1.44,-0.517,0.467,-0.149,2.618,0.594,-1.394,0.457,-0.066,-0.056076923,1.004,0.31,-0.044,0.563,-2.147,-1.281,-0.916,-0.218,-0.476,-0.141,-0.053,0.549,1.459,-0.107,-0.018,0.227,-0.314,0.14,0.353,-0.63,1.855,0.571,-0.677,0.265,-0.605,1.578,-0.454,0.176230769
2010,X1005,1.263,118.2,39.5,-0.782,-0.351,-0.115,-0.83,1.423,-1.078,-0.512,-0.697,0.834,-0.287,1.619,-1.719,0.239,-0.173538462,0.325,0.01,-0.798,-0.925,-0.671,-0.623,0.623,2.017,0.13,-0.143,1.75,-1.846,-1.032,-0.091,-0.371,-0.398,0.664,-0.53,0.056,1.549,0.084,0.956,-0.03,-0.073,-0.796,-0.653,0.395,0.065615385,-0.129,1.443,1.32,1.812,0.731,-0.85,-0.125,1.161,0.768,-0.489,-1.029,0.206,-1.472,0.257461538,0.448,-0.078,-0.394,-0.759,0.126,0.057,-1.093,1.315,0.08,-1.639,-0.037,-0.623,1.328,-0.097615385
2011,X1005,0.909,118.2,39.5,1.111,0.147,-0.651,-0.29,0.541,0.25,-0.135,-0.538,-0.15,0.99,-1.898,-0.495,-0.284,-0.107846154,-0.158,-0.029,0.929,0.955,0.606,-0.178,-0.064,-0.279,1.743,-0.668,-1.21,0.252,-0.694,0.092692308,0.565,0.05,-0.832,-0.416,-0.207,-0.376,0.596,0.779,-0.825,0.81,1.219,-0.851,0.514,0.078923077,-0.332,-0.326,-0.649,-0.011,0.624,-1.047,0.042,-0.071,0.159,0.225,1.07,-0.15,-0.644,-0.085384615,-0.327,2.487,1.942,0.138,0.085,1.438,-1.116,-1.485,-1.345,-2.382,2.023,1.1,-1.952,0.046615385
2012,X1005,0.712,118.2,39.5,0.25,1.624,-2.019,-1.319,-0.034,-0.12,0.35,0.71,-0.328,0.373,-1.107,1.066,-0.618,-0.090153846,-1.985,-1.276,-0.38,0.474,0.66,-0.332,-0.593,-0.037,0.876,0.833,1.042,-0.234,-1.267,-0.170692308,0.122,-1.031,0.77,-1.089,-0.184,0.464,0.13,0.755,-0.159,-0.241,-0.084,-0.103,0.271,-0.029153846,-0.06,-1.014,0.334,0.635,0.336,2.1,-0.879,-2.321,-0.546,1.017,0.534,-1.256,0.83,-0.022307692,-1.743,-1.694,-0.648,-1.905,-2.192,-0.518,-1.17,-0.482,-0.498,1.356,0.231,0.481,0.114,-0.666769231
2013,X1005,0.88,118.2,39.5,1.652,0.911,0.349,-0.967,-0.018,-0.301,0.226,-2.562,-1.448,0.272,-0.749,-1.362,-0.637,-0.356461538,-0.24,-0.163,0.985,-0.363,0.29,1.604,0.226,-1.93,0.646,-0.422,0.098,-1.584,1.123,0.020769231,0.833,0.813,0.095,0.093,-0.622,0.749,0.039,0.454,0.705,-1.177,-0.299,0.761,0.224,0.205230769,-1.311,-0.941,-0.023,0.273,-0.051,0.285,0.539,-0.461,1.228,0.816,-1.027,-0.97,0.004,-0.126076923,-0.595,0.115,0.424,0.092,0.623,0.951,-0.601,1.669,-0.435,0.106,-1.221,0.847,1.946,0.301615385
2014,X1005,1.131,118.2,39.5,-1.459,0.142,0.762,-0.145,-0.15,-2.321,-0.774,0.248,-0.697,1.045,-1.313,-0.248,0.017,-0.376384615,-0.317,-0.814,-1.629,0.362,1.091,1.449,-0.696,1.095,0.467,-0.209,-1.913,-1.738,0.381,-0.190076923,-1.024,0.631,0.227,-0.203,1.728,-0.537,-1.157,-1.191,1.284,-0.465,0.669,-0.918,1.064,0.008307692,-0.658,0.05,-0.008,-0.673,0.195,0.791,-1.072,0.64,2.241,0.004,0.564,0.095,0.602,0.213153846,-1.222,1.482,-0.271,-0.573,0.017,0.89,-0.548,0.514,-0.655,0.368,0.66,-1.407,0.518,-0.017461538
2015,X1005,1.005,118.2,39.5,-0.051,-1.389,-1.289,-1.798,0.257,-1.324,0.731,-0.406,2.598,-0.169,1.103,0.962,1.3,0.040384615,-0.09,-0.36,-0.162,-0.332,-0.133,-1.058,-0.082,-0.055,-0.212,-1.349,-0.845,0.165,-0.012,-0.348076923,1.947,1.285,-0.215,-0.929,-0.84,-0.634,-1.167,0.264,0.974,-0.215,1.246,-0.822,0.296,0.091538462,-1.176,-1.318,0.228,-0.528,-0.804,0.906,1.403,0.455,1.497,1.244,0.537,-1.785,0.735,0.107230769,-0.744,-0.094,-0.116,0.633,0.371,-0.818,0.798,-0.908,-0.453,-0.903,-0.143,-0.269,-1.489,-0.318076923
2016,X1005,0.978,118.2,39.5,-0.527,-0.866,1.482,-1.689,-0.504,-0.131,0.546,-0.744,-0.037,-0.346,1.264,0.047,-0.794,-0.176846154,-0.532,1.024,0.346,0.76,-2.006,0.437,0.286,-1.016,-1.666,0.354,0.739,-0.901,-1.036,-0.247,-1.044,-1.001,-0.482,1.853,-0.281,1.065,-0.986,-0.609,-0.888,-0.773,-0.821,-0.501,-0.471,-0.379923077,-0.116,1.198,0.122,-1.13,-0.985,-0.27,2.421,-0.65,-0.995,-0.492,0.041,0.017,0.507,-0.025538462,0.265,-0.007,-0.813,-0.663,-0.722,-1.753,-0.24,-0.624,0.895,0.364,-0.165,1.367,1.386,-0.054615385
2017,X1005,0.999,118.2,39.5,-0.197,-0.163,0.385,1.103,0.277,-0.878,-0.288,-2.006,0.913,-0.254,0.501,0.567,-0.123,-0.012538462,0.652,-0.567,-0.492,-0.51,-0.337,-1.297,-2.039,-0.008,0.749,0.674,0.767,-1.831,0.86,-0.259923077,-0.491,-0.261,1.696,0.061,-0.837,1.323,-0.05,-0.185,-1.936,0.85,0.063,-0.688,2.289,0.141076923,-0.517,0.271,0.845,0.58,0.74,-0.467,1.595,-1.994,-0.156,0.898,0.763,-0.543,0.695,0.208461538,0.276,0.874,0.643,-0.196,-1.969,0.278,0.019,-1.031,-1.16,0.094,-1.096,0.138,-0.967,-0.315153846
2018,X1005,1.039,118.2,39.5,-0.63,2.553,1.342,-0.577,-0.931,-0.797,-1.222,-0.206,-0.185,0.735,-0.439,1.624,0.099,0.105076923,1.919,-0.033,-0.479,-1.757,0.759,-0.829,-0.984,1.077,0.145,-1.284,-1.475,-0.097,0.19,-0.219076923,0.751,-0.974,-0.388,-2.402,-0.275,0.218,-0.088,1.169,0.56,-0.021,-0.599,-0.135,1.03,-0.088769231,-0.129,-0.335,-0.511,0.255,-0.023,0.438,1.522,-0.198,0.521,0.615,2.355,1.705,-0.667,0.426769231,1.535,-0.371,1.514,0.878,0.613,-1.603,0.176,-0.468,-0.562,-0.849,-1.997,0.087,0.153,-0.068769231
2019,X1005,1.265,118.2,39.5,-0.834,-1.86,-0.957,-1.852,0.2,1.05,0.633,-1.649,0.61,-0.269,-0.424,0.901,0.791,-0.281538462,1.156,0.103,-0.638,0.813,-1.874,-0.582,-1.322,0.082,-0.519,1.45,0.013,0.492,-1.726,-0.196307692,0.39,-0.211,2.457,-0.323,0.472,-1.258,2.131,0.08,0.116,0.084,0.275,-1.176,-0.217,0.216923077,-0.084,1.254,1.965,-0.775,-2.928,1.278,-0.942,1.164,2.224,-0.4,0.968,1.245,-0.237,0.364,-0.247,0.399,0.525,-1.208,-0.616,-0.321,-0.337,0.825,0.692,-0.054,-1.498,-0.619,1.115,-0.103384615
1969,X1006,0.984,121,43.1,0.579,1.131,0.167,-0.113,1.107,0.176,1.428,-0.015,-0.053,0.76,-0.568,0.591,-0.231,0.381461538,0.66,-0.189,0.103,1.132,-1.715,-0.847,-1.237,0.303,1.311,-0.929,-1.864,1.029,-0.388,-0.202384615,-1.486,0.212,0.248,-2.563,-2.226,0.825,1.193,0.392,1.73,-0.732,1.507,-1.51,0.416,-0.153384615,-0.88,0.241,1.228,-1.105,-1.611,-2.503,-0.194,1.424,-1.293,0.01,2.29,-0.424,0.455,-0.181692308,-0.579,1.744,-1.078,-0.56,-1.688,-1.226,-0.255,-0.903,-1.712,0.038,0.728,1.083,-0.808,-0.401230769
1970,X1006,1.238,121,43.1,-1.088,-0.527,-0.1,1.321,0.509,-1.044,1.381,-0.895,1.364,-1.228,-0.525,0.491,0.638,0.022846154,0.055,0.806,1.262,0.112,0.023,0.229,1.553,1.06,0.846,0.456,0.885,-0.993,-0.319,0.459615385,-0.631,0.83,0.042,-0.243,-0.184,-0.747,1.181,0.457,0.35,0.653,1.233,1.452,1.264,0.435153846,-2.701,-0.298,0.01,-0.862,0.914,1.229,-2.106,1.733,0.531,0.629,1.62,0.445,0.823,0.151307692,0,0.312,-1.121,-0.567,1.905,-0.777,2.141,-0.359,0.759,0.001,0.508,0.053,-0.183,0.205538462
1971,X1006,1.186,121,43.1,1.484,1.666,0.769,0.662,1.034,-0.469,0.873,0.046,-0.504,-1.271,0.483,-1.158,-1.497,0.162923077,0.076,-0.042,-1.024,-0.83,0.121,-0.313,1.184,-0.917,1.21,0.174,0.492,-0.035,-0.324,-0.017538462,0.727,0.3,0.574,0.377,-0.294,-0.164,0.703,0.533,1.415,-0.111,0.258,0.586,-0.255,0.357615385,0.767,-1.726,-0.985,-0.422,-0.005,-0.474,0.728,0.5,0.846,1.133,-0.502,-1.617,3.274,0.116692308,-0.816,0.107,1.006,-1.733,0.672,0.088,-0.32,0.966,-0.483,0.382,-0.463,0.165,-1.311,-0.133846154
1972,X1006,1.059,121,43.1,-1.186,-1.139,-0.576,0.441,-1.091,-0.285,-0.483,0.461,-1.709,0.127,0.909,0.839,0.718,-0.228769231,1.158,0.155,-0.099,-0.483,1.219,0.306,0.764,-0.249,0.747,-0.874,1.747,1.13,0.03,0.427,2.149,-0.62,0.732,-0.554,-1.144,1.363,-0.305,-1.074,-0.229,0.996,-0.119,0.35,1.118,0.204846154,2.406,-1.384,-0.027,-2.359,1.565,-0.556,-1.129,-0.804,1.181,-0.252,0.143,-1.293,0.557,-0.150153846,0.602,-1.182,-0.261,0.74,0.194,-0.451,1.927,-0.855,0.859,-0.157,-1.256,-0.743,0.843,0.02
1973,X1006,0.785,121,43.1,0.101,0.144,-0.01,1.184,0.055,-0.68,-0.531,-0.504,0.899,0.76,-0.457,0.542,0.096,0.123,1.282,-0.89,-0.483,-1.317,-0.061,1.23,-0.371,0.69,-0.762,-0.552,-0.262,-1.489,0.392,-0.199461538,1.713,-0.089,-1.594,-0.034,-0.163,-1.644,0.399,0.384,-0.037,-0.414,-0.557,-1.62,0.718,-0.226,0.46,-0.519,0.037,0.026,-0.619,0.477,-0.005,-0.01,2.281,0.212,-0.823,0.757,-0.674,0.123076923,0.297,-0.295,0.072,-1.541,1.14,0.316,0.145,-0.833,-1.182,-2.296,-0.271,1.181,0.153,-0.239538462
1974,X1006,0.929,121,43.1,0.533,-1.1,-1.779,-0.772,0.617,-0.964,-0.588,-1.022,-0.238,-0.408,0.319,0.404,-1.096,-0.468769231,-0.592,-0.382,1.413,-1.387,0.508,1.171,1.185,-1.395,-0.255,0.949,0.5,1.142,1.196,0.311769231,1.954,-0.961,-0.127,0.333,0.268,0.745,-0.083,0.838,-0.187,-0.377,-1.965,-2.799,-0.764,-0.240384615,0.01,-0.439,0.493,0.905,1.699,0.691,0.078,-1.538,-0.058,0.505,0.246,0.132,0.144,0.220615385,0.226,-0.788,0.02,1.056,-1.656,2.406,-1.123,1.071,-0.539,-0.145,-1.134,0.035,0.435,-0.010461538
1975,X1006,0.889,121,43.1,0.587,0.904,-0.778,0.73,-1.068,-0.052,-0.412,-0.612,1.463,-0.577,-2.386,0.057,-2.33,-0.344153846,0.95,-0.647,1.928,1.132,0.273,-2.071,-1.221,1.197,-1.91,-0.066,-0.689,1.823,-0.114,0.045,1.142,0.407,0.194,-0.385,0.257,0.293,-0.918,-0.97,1.544,-0.128,-1.037,0.952,-1.688,-0.025923077,1.562,0.239,-0.058,0.033,-0.052,1.27,1.089,-0.736,-0.836,0.397,-0.167,-0.969,-1.304,0.036,1.019,-0.742,-0.04,-1.293,0.522,1.308,-2.28,-0.172,-0.048,1.131,-0.333,1.159,-0.792,-0.043153846
1976,X1006,0.948,121,43.1,-0.302,1.484,0.125,-0.587,1.566,0.741,0.709,-0.667,0.124,-2.839,0.076,-1.271,-0.365,-0.092769231,-1.183,0.474,0.501,-2.059,0.744,-0.254,-1.996,-1.078,-0.201,-0.162,-0.983,-0.738,-0.63,-0.581923077,0.486,0.571,-1.287,1.378,-0.504,0.27,0.323,-0.518,0.738,-1.134,0.195,0.688,1.071,0.175153846,0.413,-1.263,-1.265,1.125,-1.424,0.568,1.973,-2.16,-0.441,0.781,0.437,0.439,0.744,-0.005615385,1.565,0.412,0.289,1.988,0.06,-1.038,-0.146,-0.602,-0.274,-1.055,-2.758,-0.08,-0.715,-0.181076923
1977,X1006,1.155,121,43.1,0.08,1.951,-0.706,0.001,-1.035,0.227,0.256,-1.493,1.454,0.374,-0.878,0.154,0.669,0.081076923,-1.193,1.152,0.066,0.559,0.916,0.476,-3.027,0.269,-1.778,0.929,0.981,-0.135,-1.187,-0.151692308,-0.278,-1.252,-1.121,1.879,2.314,0.262,-0.831,-2.054,-0.659,1.415,-1.444,0.55,2.719,0.115384615,-1.189,-1.679,1.638,-0.332,-0.383,1.254,0.833,-1.941,-0.276,-0.442,-0.267,0.331,0.347,-0.162,-0.416,0.955,1.05,0.945,-0.043,1.04,0.348,0.482,-0.922,-0.515,1.557,0.063,-0.3,0.326461538
1978,X1006,1.34,121,43.1,0.961,0.798,-0.044,2.214,0.165,-0.2,-1.856,-0.781,0.35,-0.903,1.099,1.255,0.319,0.259769231,1.596,-0.461,1.366,-0.384,-1.334,1.165,0.227,0.177,0.112,0.381,0.923,-3.845,0.336,0.019923077,0.674,0.765,-0.571,0.813,-0.328,-0.302,2.37,0.275,0.099,1.702,0.456,0.726,1.508,0.629769231,0.715,-0.709,-0.656,0.146,-0.604,0.273,0.171,0.973,-1.438,-0.522,-0.448,-0.022,0.454,-0.128230769,1.18,-1.2,-1.564,0.559,0.521,-0.092,0.962,0.616,0.396,-0.445,0.172,0.185,-0.346,0.072615385
1979,X1006,1.235,121,43.1,-1.456,1.843,-0.468,0.969,0.152,0.388,-1.861,-0.193,-0.349,0.403,1.186,-0.612,-0.364,-0.027846154,0.037,-2.215,-0.462,-1.326,-0.683,-0.571,0.036,-0.594,0.154,-0.236,0.331,-1.983,-0.428,-0.610769231,-0.614,0.935,0.538,0.966,-1.601,0.152,-0.3,-0.129,-0.855,-0.558,0.491,0.89,0.153,0.005230769,0.585,1.421,-0.944,-0.633,-1.79,0.595,-0.546,-1.605,-1.581,1.014,-0.399,0.443,1.08,-0.181538462,0.242,-0.806,-1.092,0.75,0.319,-0.073,0.445,-1.322,0.54,-0.622,1.733,-0.469,-0.347,-0.054
1980,X1006,0.976,121,43.1,-0.782,1.246,0.607,0.768,0.122,0.794,-0.023,-0.221,0.726,1.427,-2.196,-1.801,0.05,0.055153846,0.034,-0.846,-0.057,-0.233,0.919,0.128,-0.79,0.216,-0.618,0.191,0.457,1.302,0.611,0.101076923,-2.003,0.652,-0.478,2.337,-0.551,-0.338,-0.027,-1.129,-2.631,0.353,-0.789,0.051,0.408,-0.318846154,-1.252,-0.699,-1.974,-1.728,-0.1,0.426,-0.023,-0.512,-0.646,0.056,0.607,-0.82,0.321,-0.488,1.604,-1.915,-0.096,1.165,0.38,0.46,-0.424,1.608,1.419,-1.255,0.526,-1.935,-0.536,0.077
1981,X1006,0.727,121,43.1,0.32,-0.132,1.168,-1.108,-0.21,-0.141,0.15,0.33,-0.459,-0.496,0.922,1.838,0.156,0.179846154,0.979,-0.934,1.05,-0.189,-2.167,1.632,0.489,-0.192,-0.023,-1.332,0.317,-2.911,-0.87,-0.319307692,1.212,0.878,-0.912,-0.133,0.96,0.248,-1.194,-0.462,-0.696,0.225,0.24,-1.587,2.846,0.125,-1.88,0.183,-1.444,0.319,1.474,-0.895,2.3,0.817,-0.537,-1.436,-0.998,-0.536,-0.442,-0.236538462,1.624,-0.133,-0.392,-0.535,-0.456,-0.355,-1.369,-1.011,1.102,-0.19,-0.721,-0.761,0.411,-0.214307692
1982,X1006,1.003,121,43.1,-0.445,0.477,-0.823,-0.786,0.45,0.456,-2.307,1.292,1.685,0.697,-0.566,-0.564,-0.752,-0.091230769,-0.197,1.181,0.106,1.202,-2.569,0.199,0.042,0.894,-1.618,0.261,0.409,0.098,-0.295,-0.022076923,-0.516,-0.943,-1.493,0.174,-0.752,-0.617,-1.299,-1.43,-0.455,-0.152,0.617,-0.149,1.821,-0.399538462,0.012,-0.094,-1.159,0.518,0.425,-0.579,-0.673,0.265,-1.024,-0.051,-0.893,-0.669,1.119,-0.215615385,0.873,1.173,1.887,-1.171,-0.01,-0.387,0.517,0.105,-0.685,0.633,-0.667,-0.856,-0.439,0.074846154
1983,X1006,1.095,121,43.1,1.37,-0.972,-0.307,2.284,-1.031,-1.146,-0.816,0.334,0.147,-0.153,-0.164,1.14,0.055,0.057,-0.847,0.143,-0.475,2.399,0.136,1.876,-0.303,-1.345,0.379,2.191,0.189,-1.078,-1.258,0.154384615,0.727,-0.893,-1.774,-1.554,-0.068,0.314,0.665,0.888,-0.567,0.338,-1.153,1.593,0.462,-0.078615385,-0.708,-0.689,-0.137,0.373,-0.312,0.166,0.049,0.671,0.322,1.899,-1.244,-0.33,-0.148,-0.006769231,1.669,0.009,-0.484,-0.813,-1.228,-0.607,0.96,0.448,-0.081,0.614,0.488,-0.276,-0.646,0.004076923
1984,X1006,1.213,121,43.1,0.673,-0.185,1.44,-1.093,-1.289,-0.25,0.028,1.476,-2.03,0.369,0.899,0.624,0.112,0.059538462,0.138,1.565,0.185,1.823,0.034,-2.217,1.274,1.298,1.902,-0.224,-1.319,-0.233,0.555,0.367769231,-1.725,1.326,0.714,-0.063,-0.398,1.474,0.521,-0.766,0.846,0.318,-1.942,-0.583,0.186,-0.007076923,0.38,-1.017,1.455,-1.363,-0.443,-1.172,-0.422,-0.214,-1.336,-1.57,-1.749,0.383,-1.281,-0.642230769,-0.079,0.296,-0.78,-3.418,0.182,0.16,-2.067,1.653,1.088,1.574,0.53,-0.936,-1.528,-0.255769231
1985,X1006,1.196,121,43.1,0.072,1.221,-2.199,0.214,-0.655,-0.42,1.462,-0.648,-0.472,-1.156,0.689,1.658,-0.723,-0.073615385,-1.709,0.401,-0.448,1.627,-0.347,2.034,1.44,-0.253,0.602,-0.558,-2.001,-0.619,-0.204,-0.002692308,-3.467,0.728,0.797,-0.538,-0.685,-0.943,1.294,0.53,-1.54,-0.494,0.683,-1.076,1.096,-0.278076923,0.066,-0.695,-0.179,-0.616,1.177,0.517,-1.375,-0.033,-1.043,-2.37,0.818,0.255,0.279,-0.246076923,-1.288,-0.745,-0.863,-0.899,-0.031,-1.021,-0.66,0.459,-1.23,-0.369,1.042,-0.167,1.227,-0.349615385
1986,X1006,1.101,121,43.1,-1.508,0.541,-0.32,0.893,-0.057,0.196,-2.013,1.351,-1.632,0.418,-0.819,-0.042,0.198,-0.214923077,-0.472,-1.548,1.87,1.616,0.848,-2.375,1.042,-0.742,1.732,1.375,-1.318,-0.191,2.795,0.356307692,-0.113,-0.305,-1.288,-0.141,1.319,-0.474,-0.838,-0.265,-0.319,-0.157,1.205,-1.892,1.272,-0.153538462,1.74,-1.146,0.331,-1.048,0.586,0.558,2.613,-1.379,-0.54,-0.361,1.061,-2.297,-0.734,-0.047384615,-0.154,-1.422,-1.176,-0.546,-0.68,0.761,-0.628,1.235,-1.529,-0.603,-2.048,-0.081,-2.064,-0.687307692
